--target target
--mode classify
--classifiers knn lgbm rf lr sgd mlp svm dummy
--regressors knn lgbm rf elastic sgd mlp svm dummy
--feat-select filter embed wrap
--embed-select lgbm linear
--wrapper-select step-up
--wrapper-model linear
--norm robust
--nan drop median
--filter-method assoc pred
--filter-assoc-cont-classify mut_info
--filter-assoc-cat-classify mut_info
--filter-assoc-cont-regress mut_info
--filter-assoc-cat-regress mut_info
--filter-pred-regress mae
--filter-pred-classify acc
--htune-trials 50
--htune-cls-metric acc
--htune-reg-metric mae
--test-val-size 0.4
--outdir ./df_analyze_results

f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,target
1.0182203410421273,-0.17605242322157755,-1.8628862380558568,-1.2519269755641769,-1.1775897129728319,-1.3364911035465243,1.9573220182874187,-0.32242416164301574,-0.44960483482297153,-0.30964400989889945,-0.22012544097273667,-0.10619698466195662,-2.468738196935694,0.2332948682900752,0.012753552150576646,-0.41501589458269883,-0.05002643683322125,-0.7632383730287374,-0.7327478193889037,0.6638631163703046,0.5824952103321019,1.8341080523414561,-0.67964116638172,-1.1738015350536044,-0.10083648866086224,9.0,12.0,0.0,1.0,4.0,11.0,1.0,3.0,10.0,0.0,1.0,10.0,12.0,4.0,1.0,8.0,5.0,2.0,7.0,5.0,1.0,5.0,8.0,6.0,8.0,0.0
0.5742100224409781,-1.7763095729887932,1.5894492422597335,-0.898177141537797,-0.8192080254342086,-0.43763517724663575,-0.4632701104201046,-0.5694981403109949,-0.348832502768152,1.2166246024176066,1.859593732900259,-0.07886703556780855,-0.6605605327949396,-0.05643417293035399,0.20158411086407596,-0.06011570648032769,-0.39208706784823494,-1.461242063492336,0.4976352262559982,-0.933720684416655,-1.474212092075859,0.35490479704500394,0.20631007825988823,0.4233847631907134,-0.2840366314831824,9.0,12.0,0.0,1.0,4.0,11.0,1.0,3.0,10.0,0.0,1.0,10.0,12.0,4.0,1.0,8.0,5.0,2.0,7.0,5.0,1.0,5.0,8.0,6.0,8.0,0.0
-0.20101809658411066,0.16782371195710902,-0.6633156561200694,-0.6219665252883336,1.3954657519642701,-2.0906171732335794,0.7211543277285342,0.5071861565785257,-1.8048302156797715,-0.17596965246048324,-0.563089283245369,-0.4268265127278452,1.031878233767128,1.9063645510155733,0.3239266524823697,0.8300641430240762,-0.6537948553054869,-1.199183632345932,-2.2351383479440345,-0.7778276811979254,-0.47470336200594837,0.07750798655607882,-0.35112025155909393,-0.11178225666230007,0.9468624340722501,9.0,12.0,0.0,1.0,4.0,11.0,1.0,3.0,10.0,0.0,1.0,10.0,12.0,4.0,1.0,8.0,5.0,2.0,7.0,5.0,1.0,5.0,8.0,6.0,8.0,0.0
-0.06787341966251773,-0.11197080044789656,-0.01018806485055919,-0.7648983406407629,0.7156914135292758,-0.048095712036752065,-0.4238256213963123,0.20770634807572863,0.9810215554544892,0.22553367379844083,-1.327991437403839,-0.8718517362081192,-1.6755069099753555,-0.2910969229610114,-0.04337381220963431,-0.040180985038059565,-1.4809703240540035,0.04323644054015055,0.7585134106633746,-0.2941536787398143,-0.23227742460445605,-0.1684737621111672,-1.6836012660858612,0.1267700593014499,1.7653040398879405,9.0,12.0,0.0,1.0,4.0,11.0,1.0,3.0,10.0,0.0,1.0,10.0,12.0,4.0,1.0,8.0,5.0,2.0,7.0,5.0,1.0,5.0,8.0,6.0,8.0,0.0
-0.0975626134467187,0.18359599559430084,-1.0542384891511953,0.24331715698931777,0.05104861107964845,0.516539410300776,1.5646980408285982,-1.6675989845867656,-0.28699374565417657,0.11743268966523902,-1.7948175283056687,1.4506127759453475,-1.0662078312161947,-0.2465601113745016,-0.18280716817013093,-2.4155855683829923,0.8063862408454043,0.8927382903407902,0.6909523172323316,-0.7823012555317116,-0.024149126698478973,-0.5961180924952955,0.10257541444556842,-1.0854662166457019,-1.1031637090604351,9.0,12.0,0.0,1.0,4.0,11.0,1.0,3.0,10.0,0.0,1.0,10.0,12.0,4.0,1.0,8.0,5.0,2.0,7.0,5.0,1.0,5.0,8.0,6.0,8.0,1.0
0.768995593947355,1.5310863876841088,0.23790370457289833,0.3374536173073077,0.11094130078424363,-1.5197836987447357,1.0731309690929498,-0.39073305664182495,-1.0551021509457839,0.15227988519040977,-0.5663873366326532,0.30114793106541765,0.0218232625871786,-0.13229672372353243,0.3761870281304627,1.676246919179621,0.23701059227052276,0.4869656662065763,-1.584839521147638,-0.7575661617606151,-1.460502503552572,-0.5584518041934725,1.1534456709896068,-0.6135908799786514,-0.8169975025678646,9.0,12.0,0.0,1.0,4.0,11.0,1.0,3.0,10.0,0.0,1.0,10.0,12.0,4.0,1.0,8.0,5.0,2.0,7.0,5.0,1.0,5.0,8.0,6.0,8.0,0.0
-0.9272753816196683,-1.4193002214745623,-0.3412959513869781,1.3755699504827386,1.131446594114717,-0.9912473975091214,-0.2643126994648218,-0.09306641504243089,1.5111943474952474,-0.2944470672144339,0.948550057006042,-0.5726387237126649,1.333843156918894,-1.2875612660599391,0.8193041111935606,-1.1134363977113624,-0.6906387009021837,0.4188369662390311,0.4321392663263947,-0.8530086362615759,-0.10799653510391816,-2.0212186639501084,-0.18328241921122787,-0.3122851023582332,-0.9194458939970785,9.0,12.0,0.0,1.0,4.0,11.0,1.0,3.0,10.0,0.0,1.0,10.0,12.0,4.0,1.0,8.0,5.0,2.0,7.0,5.0,1.0,5.0,8.0,6.0,8.0,0.0
-0.43504161100773797,1.3342245024118433,0.15466688634880513,-0.5336473586697301,1.1212637516153086,-0.11038843647189442,0.4452113194720678,0.5219835369138627,1.72184667661801,-0.6780924359750119,0.10064046266226556,0.29241507523970844,-1.9681594609962816,1.0115617172272684,0.9831333400415526,-0.10067910636731192,-0.8076476165306348,-1.5077565817934782,0.16626385433610988,0.7679254722216783,-0.10416883075558858,0.010147451062154453,-0.45089312505268075,1.259078168692691,0.2680455034790417,9.0,12.0,0.0,1.0,4.0,11.0,1.0,3.0,10.0,0.0,1.0,10.0,12.0,4.0,1.0,8.0,5.0,2.0,7.0,5.0,1.0,5.0,8.0,6.0,8.0,1.0
-1.0914139885480545,-0.7496887410518269,-0.9697930300141495,0.6743815176412176,1.1613069333104222,-1.1814368361978538,-0.3249328211695377,1.288108111002034,-0.4772661123612933,-0.2771351318825813,-0.12580346289849922,-0.8233062263254862,-1.4943987823069091,-0.18463414198024808,1.8936016204289454,1.356349343025013,-0.9735270174293676,0.4117469458268681,-0.3557226706828688,0.4058944465729149,2.2142545709720625,-0.02136384528533816,-0.4632807530371069,-1.08945933135993,0.43449591880828264,9.0,12.0,0.0,1.0,4.0,11.0,1.0,3.0,10.0,0.0,1.0,10.0,12.0,4.0,1.0,8.0,5.0,2.0,7.0,5.0,1.0,5.0,8.0,6.0,8.0,0.0
-0.28947678522521747,0.2567491313693761,-1.3986319954400224,0.9627038507539455,-0.8609154417081495,-0.4227430033201611,-0.06611813624282942,0.43239567896121145,0.3315736818651242,-0.05621302863189458,-0.4652109827710707,-1.0411382227050134,-0.7021476187575558,-1.7266960522742867,-0.6738324353796054,0.22663318342774094,0.1078486346017304,-2.126090326126814,-1.006318767970213,0.21635160266851852,0.4557164423644575,0.1460984938909157,1.4196772915548157,0.9037423639820149,-0.30433086970946055,9.0,12.0,0.0,1.0,4.0,11.0,1.0,3.0,10.0,0.0,1.0,10.0,12.0,4.0,1.0,8.0,5.0,2.0,7.0,5.0,1.0,5.0,8.0,6.0,8.0,0.0
0.29985607332131486,1.9206185466310508,-0.7638991828513432,0.39065180722399084,0.1824353646643439,-0.8679039396038445,-1.0193437050281047,-0.4628197822930031,1.3814363471600022,1.9066838859558892,-1.3704414324056224,0.17965015584837177,-0.7291946154000539,0.7144043847383869,0.32132794850245305,2.879226095445585,0.25022967812569646,-0.5814521741168656,-1.3901438391424619,0.6930697482860895,-0.00374757207527555,-1.4796575732467572,-0.315168895284092,2.0240377861852585,1.7100627923697003,9.0,12.0,0.0,1.0,4.0,11.0,1.0,3.0,10.0,0.0,1.0,10.0,12.0,4.0,1.0,8.0,5.0,2.0,7.0,5.0,1.0,5.0,8.0,6.0,8.0,1.0
-1.28280516339336,1.5974139185675735,0.7598978139250682,1.6387988797847504,-0.380681166651581,-0.08600577373722283,-0.23222908712009493,0.10506799325631204,-0.0703914375980977,-0.6516816586418729,0.42029576514039185,-0.4695170105191739,1.5642264623196374,0.11365463441990825,-0.5699002041919681,-0.9160557562247127,1.503101908543418,-1.3208539522849585,-0.2779349037889887,0.5904999460393414,0.572277705492323,-2.370310166585838,0.2484202080831985,1.2092373151623914,0.42965222619427645,9.0,12.0,0.0,1.0,4.0,11.0,1.0,3.0,10.0,0.0,1.0,10.0,12.0,4.0,1.0,8.0,5.0,2.0,7.0,5.0,1.0,5.0,8.0,6.0,8.0,1.0
0.7839597693277192,0.9689229093470779,0.06655976890957138,0.6500059776365308,1.2291006237449673,-0.9646929980049762,-1.6608053816821307,0.7040413490631967,-0.13982425763162307,-0.11678739581355203,-0.3218832289254609,-0.3231307105569304,-0.18937658202530025,-1.968314868288893,0.6733269485810911,0.5884171993980766,-0.661134408345071,1.4707833293292831,1.5739448082037142,0.4040559554127772,0.4697144637958451,0.6125152896103603,0.399008553627403,-0.5382139778930212,-1.6536495345919104,9.0,12.0,0.0,1.0,4.0,11.0,1.0,3.0,10.0,0.0,1.0,10.0,12.0,4.0,1.0,8.0,5.0,2.0,7.0,5.0,1.0,5.0,8.0,6.0,8.0,1.0
0.794421421779771,0.4167866091851209,-0.5955675691668343,0.19272759951713914,-1.8275967918177065,0.3005818190292287,-1.4303393656900696,-0.9141537661817195,-0.09439680624927384,0.21326631043086908,0.21387487100801417,-0.08813869470150398,0.19697307592185687,-1.1572481610631118,-0.44266069037142036,1.118550003147389,0.7153294409703378,1.217317087454588,-0.9767809111868684,1.5700192767058878,0.04494371145499963,1.1771680891967868,-0.8417043471481219,-0.7191323600752638,-0.43588099934381264,9.0,12.0,0.0,1.0,4.0,11.0,1.0,3.0,10.0,0.0,1.0,10.0,12.0,4.0,1.0,8.0,5.0,2.0,7.0,5.0,1.0,5.0,8.0,6.0,8.0,0.0
1.0683760678117338,-1.0221359588863321,1.4856285092073087,0.2995216139052263,-0.23222587190816457,-0.5316681817758667,1.6121294593887525,-0.4946612578979461,-0.37870185109135424,0.8982246061886051,0.10651408846312548,1.5059750545916193,0.6954822662731026,0.9213302908876186,-0.7571768625869933,-0.373511639527599,1.3971537529089262,-0.862042010284891,0.15286476125438656,1.0508059164968235,0.5738587018957465,-0.25210239467561346,0.0104819916136821,-0.12472325860151968,-1.0182973738225871,9.0,12.0,0.0,1.0,4.0,11.0,1.0,3.0,10.0,0.0,1.0,10.0,12.0,4.0,1.0,8.0,5.0,2.0,7.0,5.0,1.0,5.0,8.0,6.0,8.0,1.0
-0.16261342830924,0.06542306448291632,-0.42388888074203596,-0.3754957321040382,0.8497974260486636,-0.1625337662911947,1.502472837216513,1.0922016907038767,0.6378849150665087,1.1472744288097345,0.4170912963022585,-0.9613700954126639,-0.10169209295142403,0.4042768581567552,-1.3943324585617587,0.4389797743635899,-0.49715385727491207,-0.32716158649753146,-0.6510760308939235,2.126173186600751,0.6204703690690748,-0.7259660163636849,-0.42136031799850304,-1.250455774263049,-0.8675275294819771,9.0,12.0,0.0,1.0,4.0,11.0,1.0,3.0,10.0,0.0,1.0,10.0,12.0,4.0,1.0,8.0,5.0,2.0,7.0,5.0,1.0,5.0,8.0,6.0,8.0,0.0
-1.3615715558520376,-1.3002064070943915,0.37934485889461805,-0.8671828784137254,1.059979513636726,-1.801612792236362,0.597541222848064,1.8561736361962846,-2.011527827082497,-0.4022536156007098,0.5990448401349041,-0.2154197683227799,1.5987496424847043,-0.9182080723728487,0.6387291959494198,0.7756998373165808,1.2432703942629668,0.77871966623528,0.4460908699614687,-0.6551865986883673,-0.6818305740439653,-1.465873671303799,0.2571847102448244,0.6114912666877271,-0.9176958163954506,9.0,12.0,0.0,1.0,4.0,11.0,1.0,3.0,10.0,0.0,1.0,10.0,12.0,4.0,1.0,8.0,5.0,2.0,7.0,5.0,1.0,5.0,8.0,6.0,8.0,1.0
-0.9263237309269746,1.9940193820438605,-0.43056352604145604,1.1397718236120005,-2.3426577902964754,-1.541283308792683,-1.6241021903791284,1.2489679093676438,0.6009652506409571,0.12891876278779923,-1.9401826014178114,-0.906640501160462,1.332873122949255,0.03614158968699074,-0.14404625894154482,0.2660004121332413,2.048319047473807,-1.092364747177258,1.0914874125525131,-0.5465202165099702,0.4478837660968621,-0.6401498703098099,0.4806489326578958,0.22752841721225744,-0.2715105260476087,9.0,12.0,0.0,1.0,4.0,11.0,1.0,3.0,10.0,0.0,1.0,10.0,12.0,4.0,1.0,8.0,5.0,2.0,7.0,5.0,1.0,5.0,8.0,6.0,8.0,0.0
0.4234316724875683,0.12727423933988205,0.07096808229864136,0.36217653260068744,0.36623280322682344,-0.7918044757279852,-0.8888233135318341,-0.5673601176401646,0.2758556109917978,-1.6829401575975282,-1.109517943722292,1.2501534321445684,0.9106752142411824,0.6131727215372487,-0.31910277161507256,-0.3371162022117395,0.10410349366147552,-2.462021911163354,0.3888168875347461,1.4433236355875199,0.06299136607787101,-0.6622306383730299,0.4878094759416845,-0.07536351586796276,0.3323588423326466,9.0,12.0,0.0,1.0,4.0,11.0,1.0,3.0,10.0,0.0,1.0,10.0,12.0,4.0,1.0,8.0,5.0,2.0,7.0,5.0,1.0,5.0,8.0,6.0,8.0,0.0
-0.01488011930250073,0.343105241872522,-0.7854505095611691,-0.24597264623254822,-0.5447608044433666,0.017860850850857403,-0.55150341525004,-0.9576987198845712,-1.0839152248126644,0.2778112497572678,-0.08051676661346349,-2.3282996612655045,0.6031193785154109,0.08783104450234694,-1.1846720840497933,0.5071058825847512,-2.6459645680828743,1.251738124239932,0.4311106576977726,-0.30874504503631073,-0.7012630714864952,-1.2703332235957605,1.4710671610924797,0.4559418124101913,0.6664600598432856,9.0,12.0,0.0,1.0,4.0,11.0,1.0,3.0,10.0,0.0,1.0,10.0,12.0,4.0,1.0,8.0,5.0,2.0,7.0,5.0,1.0,5.0,8.0,6.0,8.0,0.0
1.7529768910063437,0.31475366382367426,0.022478115348410075,-0.4229152358235989,-0.733259009158975,-0.35448617172796315,-0.9923815705650879,-0.38113037526637356,0.7727914521670392,0.4501120801537831,-0.8443118263583984,1.234878169160163,0.8488839809211046,-0.9148592698144056,-1.4873895300285584,-0.3561897887368739,0.7388767898665812,1.411862954756536,1.1680331916388436,-0.18710934669045917,0.15475066305102095,-0.8912611294499083,-0.5700912135455277,-1.282027840662935,0.24245950119389267,9.0,12.0,0.0,1.0,4.0,11.0,1.0,3.0,10.0,0.0,1.0,10.0,12.0,4.0,1.0,8.0,5.0,2.0,7.0,5.0,1.0,5.0,8.0,6.0,8.0,0.0
0.168888045473261,1.4033436747148917,1.1864106579501046,0.2487502566579657,-2.338780619394232,0.6825653934270114,-0.5131892558489481,-0.768194685573912,-0.7520868031513264,1.3485725808737015,0.504964576778205,-0.4674393806123337,0.07066798754745389,0.1734133529009225,-0.8865447740175492,-0.5257322255036949,-0.012341832235069395,0.2543785708135155,-0.19238423080372333,0.21363759266235535,-0.4060092604643024,-0.02599686029839587,0.6190992140846582,-0.7303279852986454,1.3999192550904895,9.0,12.0,0.0,1.0,4.0,11.0,1.0,3.0,10.0,0.0,1.0,10.0,12.0,4.0,1.0,8.0,5.0,2.0,7.0,5.0,1.0,5.0,8.0,6.0,8.0,0.0
-1.1994496857260464,0.1470971696494759,0.30374864519062833,0.8219005154141708,1.760946466512182,0.7926807693068256,0.634722127736587,-0.8970206653322055,1.8458385456663111,-0.4392326179604441,0.5633721444201036,-0.44224573184673055,-0.19329823863277798,0.855934286719486,-1.1143899259478747,-0.8131311288558605,0.9097845676695473,-0.48050896451254094,-1.3443217613184755,1.0030329111491818,-1.602977296798351,0.22297432169832762,0.7477590427735837,1.1843359446680612,-0.6397345452130822,9.0,12.0,0.0,1.0,4.0,11.0,1.0,3.0,10.0,0.0,1.0,10.0,12.0,4.0,1.0,8.0,5.0,2.0,7.0,5.0,1.0,5.0,8.0,6.0,8.0,1.0
0.2396537578945543,0.6685427051594512,-0.4965530075578981,-0.14456164080705933,0.6653142531882388,-0.5113315573237757,-0.22130813453782405,-2.402960599298548,-1.6174725440359743,0.39464549152678763,-0.5809591592546423,0.30443526591773395,-0.16568115736159209,0.6278867484844003,0.48203192430952896,-0.14518165741172634,-0.0018984126940728224,-0.23984151520484875,-2.0386409361786213,-0.8974496754626454,-1.4041426021070271,1.2906685328949468,-0.7357978451076795,1.1801262623555449,-1.9806406237699787,9.0,12.0,0.0,1.0,4.0,11.0,1.0,3.0,10.0,0.0,1.0,10.0,12.0,4.0,1.0,8.0,5.0,2.0,7.0,5.0,1.0,5.0,8.0,6.0,8.0,0.0
-0.1480900862933286,0.1652591655280383,1.371829974227372,1.640518411129238,0.6365966453755695,0.38178789840472116,-0.24052562556457946,-1.993318656040423,-0.0800377407645095,0.32857452423844513,-0.23086081534585468,-2.0065651477928426,-1.2294290310755904,-0.20097320311768974,-1.0299220111265701,0.23188640140165656,2.310913940405807,1.2743091043541068,-0.37609901965070636,-1.4094173841652968,-1.6668792955090992,-2.5563458346504344,-1.6536465063940091,-0.3112895266053589,-0.23956551731196243,9.0,12.0,0.0,1.0,4.0,11.0,1.0,3.0,10.0,0.0,1.0,10.0,12.0,4.0,1.0,8.0,5.0,2.0,7.0,5.0,1.0,5.0,8.0,6.0,8.0,0.0
1.6996699848944998,1.263453230696336,0.14146372003794824,-0.8355673664122942,0.6204150709771611,1.2041730056915616,-0.6749630089739906,-0.29023614615257487,0.031125583244070817,0.4103237057596612,-0.6057843010154871,1.3461072586681557,-0.27874329736664477,0.14344059589895822,0.2219921961479302,-0.4508773324305753,1.6886767964268625,-0.32726815745922416,-1.2273180122724663,-0.29318659482318293,0.09594862501909587,1.2158411653910541,-0.3416923073463316,0.5271990344662605,0.9028580117216604,9.0,12.0,0.0,1.0,4.0,11.0,1.0,3.0,10.0,0.0,1.0,10.0,12.0,4.0,1.0,8.0,5.0,2.0,7.0,5.0,1.0,5.0,8.0,6.0,8.0,1.0
2.713197384618219,0.43431467414548447,0.5339412326419865,0.9409122107566236,-2.1770283144889966,2.0139515986815004,-0.36063618819534937,0.06974250218994767,0.13667615108821482,1.5231733503234368,0.7702833095743126,1.1451736328492423,-0.07779231648012808,-0.09696397083874196,0.7663681577957335,0.31514418377342474,-1.365324453011555,-1.0395917200918217,1.5503229747335905,0.7798858289167085,1.4433190074283442,0.7501467013441478,0.6527708093436274,-0.5403340058254853,0.3698329912559112,9.0,12.0,0.0,1.0,4.0,11.0,1.0,3.0,10.0,0.0,1.0,10.0,12.0,4.0,1.0,8.0,5.0,2.0,7.0,5.0,1.0,5.0,8.0,6.0,8.0,1.0
-2.1479271941517375,0.24401188916129174,0.20882004565499837,-0.7433823540776466,0.07327468626682478,0.26045354432523393,0.5448622203981262,-0.2811799801319629,0.6115864640026052,0.4880747591588675,-1.2474987049891972,-1.2432020566074138,0.8960505218785958,0.6529918707562303,2.124751380826548,2.3459588574439305,-0.5181587182817053,0.26366087104434816,-1.1155403634837275,0.7371508926777975,0.2420663482856776,0.749632614143723,0.01351317318414632,-1.0469035272293952,-0.8763382047381976,9.0,12.0,0.0,1.0,4.0,11.0,1.0,3.0,10.0,0.0,1.0,10.0,12.0,4.0,1.0,8.0,5.0,2.0,7.0,5.0,1.0,5.0,8.0,6.0,8.0,0.0
-1.0449317133830962,-0.2917012417948686,0.9558561972376445,0.7939540299510408,-0.10771723594566628,0.41155180349346393,-0.5055930806956164,0.45419578731514537,1.7407127568251297,2.0498914139776154,-1.12947473497425,-1.5620924917123789,1.0205007004490878,0.41218389434040736,0.060333447503969635,0.36767770598388305,-1.6957758825961282,-0.21174574706600988,-0.07759102072482381,-1.6265349518961767,-1.1754014951382075,2.323234771373656,1.9944081253517578,1.0669657114166549,-1.9057950573661646,9.0,12.0,0.0,1.0,4.0,11.0,1.0,3.0,10.0,0.0,1.0,10.0,12.0,4.0,1.0,8.0,5.0,2.0,7.0,5.0,1.0,5.0,8.0,6.0,8.0,1.0
-0.5068600388865194,0.5314073224886272,1.0320021915853583,-0.3496959673646126,-0.6386213557507939,0.3706171595752829,-0.42990961440954567,-1.238779668863432,1.431847992673258,1.0056268897416616,1.6651374038639668,-0.29108492757150156,0.9751805897462308,1.0006249519617665,0.6361068960332001,1.1647827543927551,0.3177500001184215,-1.0620784517398314,-0.8328508827015275,1.6922364785108543,0.870072486003752,-0.13506512304170545,0.15360850040843663,0.39243997418005017,-1.0742037846787664,9.0,12.0,0.0,1.0,4.0,11.0,1.0,3.0,10.0,0.0,1.0,10.0,12.0,4.0,1.0,8.0,5.0,2.0,7.0,5.0,1.0,5.0,8.0,6.0,8.0,1.0
1.0534485029077847,1.5343749161702769,-1.7333659811560869,-2.353687669270331,-1.471357897741219,1.5272943421511878,-0.9416086496738579,0.8776185183020807,1.1958958990972104,0.06897213001211747,0.29884786826261817,-0.17569208091846517,-0.39592139144235877,0.5915211424437143,-0.6365424931828632,-0.8767001681818688,0.45266265865414596,-0.011507796110349777,0.4530434321607343,-0.10474267443260579,-0.863852558570219,-1.5289604830214747,-0.48882662432834045,-0.9497074207210491,-0.9923548335603054,9.0,12.0,0.0,1.0,4.0,11.0,1.0,3.0,10.0,0.0,1.0,10.0,12.0,4.0,1.0,8.0,5.0,2.0,7.0,5.0,1.0,5.0,8.0,6.0,8.0,0.0
0.3707858407980622,0.1751766810213779,0.008877347395874735,-0.3594137457152956,2.052676372644126,0.6212683670231691,1.183994755935987,0.6017887196515569,-0.08209005703532088,-0.34296489829968535,-0.14341608152289326,-0.3725768581651561,0.6152475153335005,0.43492185582484416,0.42889841634926645,-0.7824287157754254,-2.7164535831804915,0.7094296186486792,1.8492032530298945,-0.20640674673993517,-0.5926823822261136,0.2222553680849562,0.35601309284104343,-0.5453601047793043,-0.004038591128992415,9.0,12.0,0.0,1.0,4.0,11.0,1.0,3.0,10.0,0.0,1.0,10.0,12.0,4.0,1.0,8.0,5.0,2.0,7.0,5.0,1.0,5.0,8.0,6.0,8.0,1.0
-0.762276872701141,0.3341295639716006,0.012633296607046774,0.9906991967986912,-0.9079740014430467,0.9376193230305699,-1.673015057453127,0.5131188503144392,-0.5513276683213961,1.4405024028932714,0.5783755657365423,-1.759465757991251,1.1932288445608945,1.2155981688557622,-0.6463257131292226,0.8551789582243027,1.3517775839457642,0.5264944697046547,-0.8245389449392647,0.7624742516230871,0.9617828411551947,0.9040039656332581,-0.9178018771285011,0.6899453582750026,0.1808536400029691,9.0,12.0,0.0,1.0,4.0,11.0,1.0,3.0,10.0,0.0,1.0,10.0,12.0,4.0,1.0,8.0,5.0,2.0,7.0,5.0,1.0,5.0,8.0,6.0,8.0,1.0
1.070450136006786,0.31235454578620453,-0.7482101927123356,1.0121020189039798,0.8674048301031027,-0.16431720298495892,-0.9517562776871098,-1.9887466643411813,1.2026769645269517,0.6759650549557199,-1.931411314438475,0.4692929033095961,0.8455926973730351,0.4672884088954681,1.29286421685349,-0.8735163517506785,0.0845153513332753,-2.312319784518502,0.8779386442186804,-1.3797231119337718,1.6160119445312233,0.7564134579141403,-1.8660651625464255,-1.5994571000165132,-1.3886553642718227,9.0,12.0,0.0,1.0,4.0,11.0,1.0,3.0,10.0,0.0,1.0,10.0,12.0,4.0,1.0,8.0,5.0,2.0,7.0,5.0,1.0,5.0,8.0,6.0,8.0,0.0
0.39873906187277347,0.7068354239210053,-0.20931362310766083,-2.3148919654015003,-0.006535122386413471,-2.574032868277134,1.2417520489154816,-0.2103374289881217,0.7671475466830021,0.9765725147691582,0.01772404782508556,0.49400447401430625,1.0182066242409638,-0.15677503831053688,-0.7746003135916378,0.08500237143538032,-0.19851450669904894,-0.12784512719123003,0.2968671538311149,-1.702737942164721,0.19624639959593618,0.4827686039330829,1.1158054301462952,-1.0607800114455008,-1.4998625185685515,9.0,12.0,0.0,1.0,4.0,11.0,1.0,3.0,10.0,0.0,1.0,10.0,12.0,4.0,1.0,8.0,5.0,2.0,7.0,5.0,1.0,5.0,8.0,6.0,8.0,0.0
